student_id,lesson,absent,score,concept,calculate,interpret,tier
S169,6,false,0.667,0.654,0.688,0.66,t2
S170,6,false,0.959,0.963,0.914,1.0,t3
S171,6,false,0.996,1.0,0.994,0.994,t3
S172,6,false,0.974,1.0,1.0,0.923,t3
S173,6,false,0.97,1.0,1.0,0.909,t3
S174,6,false,0.659,0.742,0.713,0.523,t2
S175,6,false,0.941,0.822,1.0,1.0,t3
S176,6,false,0.948,0.987,1.0,0.857,t3
S177,6,false,0.812,0.854,0.813,0.77,t3
S178,6,false,0.541,0.513,0.515,0.595,t2
S179,6,false,0.591,0.682,0.494,0.596,t2
S180,6,false,0.896,0.944,0.963,0.78,t3
S181,6,false,0.966,1.0,0.949,0.949,t3
S182,6,false,0.782,0.915,0.722,0.709,t2
S183,6,false,0.644,0.597,0.577,0.758,t2
S184,6,false,0.706,0.729,0.781,0.608,t2
S185,6,false,0.701,0.69,0.693,0.72,t2
S186,6,false,0.528,0.594,0.509,0.48,t2
S187,6,false,0.817,0.771,0.84,0.841,t3
S188,6,false,0.526,0.44,0.489,0.648,t2
S189,6,false,0.998,1.0,1.0,0.995,t3
S190,6,false,0.957,1.0,0.916,0.955,t3
S191,6,false,0.535,0.497,0.645,0.464,t2
S192,6,false,0.646,0.594,0.693,0.65,t2
S193,6,false,0.776,0.765,0.696,0.867,t2
S194,6,false,0.981,1.0,0.944,1.0,t3
S195,6,false,0.811,0.799,0.917,0.717,t3
S196,6,false,1.0,1.0,1.0,1.0,t3
S197,6,false,1.0,1.0,1.0,1.0,t3
S198,6,false,0.97,0.91,1.0,1.0,t3
S199,6,false,0.61,0.629,0.593,0.607,t2
S200,6,false,0.712,0.627,0.818,0.69,t2
S201,6,false,0.886,0.888,0.83,0.939,t3
S202,6,false,0.393,0.37,0.376,0.433,t1
S203,6,false,0.81,0.806,0.844,0.779,t3
S204,6,false,0.624,0.678,0.559,0.636,t2
S205,6,false,0.744,0.641,0.809,0.783,t2
S206,6,false,0.745,0.796,0.686,0.752,t2
S207,6,false,0.801,0.807,0.861,0.735,t3
S208,6,false,0.514,0.612,0.494,0.437,t2
S209,6,false,0.635,0.483,0.742,0.681,t2
S210,6,false,0.987,0.96,1.0,1.0,t3
S211,6,false,0.758,0.695,0.894,0.684,t2
S212,6,false,1.0,1.0,1.0,1.0,t3
S213,6,false,0.971,1.0,0.913,1.0,t3
S214,6,false,0.8,0.77,0.842,0.788,t3
S215,6,false,0.48,0.507,0.375,0.557,t1
S216,6,false,0.677,0.58,0.678,0.774,t2
S217,6,false,0.908,0.987,0.923,0.813,t3
S218,6,false,0.852,0.932,0.84,0.783,t3
S219,6,false,0.97,1.0,1.0,0.909,t3
S220,6,false,0.941,0.98,1.0,0.843,t3
S221,6,false,0.361,0.464,0.291,0.328,t1
S222,6,false,1.0,1.0,1.0,1.0,t3
S223,6,false,0.859,0.836,0.84,0.902,t3
S224,6,false,0.852,0.895,0.799,0.862,t3
S225,6,false,0.977,0.996,0.935,1.0,t3
S226,6,false,1.0,1.0,1.0,1.0,t3
S227,6,false,0.901,0.89,0.814,1.0,t3
S228,6,false,0.462,0.591,0.394,0.4,t1
S229,6,false,0.593,0.593,0.712,0.475,t2
S230,6,false,0.39,0.308,0.518,0.345,t1
S231,6,false,0.546,0.584,0.524,0.529,t2
S232,6,false,0.999,1.0,1.0,0.996,t3
S233,6,false,0.927,0.874,1.0,0.906,t3
S234,6,false,0.638,0.588,0.681,0.644,t2
S235,6,false,0.845,0.798,0.813,0.923,t3
S236,6,false,0.931,0.998,0.833,0.961,t3
S237,6,false,0.605,0.521,0.719,0.576,t2
S238,6,false,0.957,0.973,0.932,0.966,t3
S239,6,false,0.475,0.553,0.438,0.433,t1
S240,6,false,1.0,1.0,1.0,1.0,t3
S241,6,false,0.382,0.398,0.39,0.359,t1
S242,6,false,0.937,0.932,0.931,0.947,t3
S243,6,false,0.799,0.763,0.785,0.848,t2
S244,6,false,0.928,0.946,0.925,0.914,t3
S245,6,false,0.821,0.828,0.758,0.877,t3
S246,6,false,1.0,1.0,1.0,1.0,t3
S247,6,false,0.638,0.658,0.704,0.553,t2
S248,6,false,1.0,1.0,1.0,1.0,t3
S249,6,false,0.889,0.816,0.887,0.964,t3
S250,6,false,0.815,0.754,0.796,0.895,t3
S251,6,false,0.901,0.88,0.89,0.932,t3
S252,6,false,1.0,1.0,1.0,1.0,t3
S253,6,false,0.927,0.899,0.883,1.0,t3
S254,6,false,0.964,0.953,1.0,0.939,t3
S255,6,false,0.682,0.732,0.708,0.607,t2
S256,6,false,0.964,0.979,0.982,0.932,t3
S257,6,false,0.607,0.579,0.529,0.712,t2
S258,6,false,0.958,0.9,1.0,0.973,t3
S259,6,false,0.46,0.439,0.416,0.526,t1
S260,6,false,0.497,0.578,0.49,0.423,t1
S261,6,false,0.454,0.5,0.464,0.397,t1
S262,6,false,0.77,0.666,0.818,0.827,t2
S263,6,false,0.491,0.581,0.434,0.458,t1
S264,6,false,0.568,0.498,0.594,0.611,t2
S265,6,false,0.991,1.0,0.972,1.0,t3
S266,6,false,0.859,0.891,0.955,0.73,t3
S267,6,false,0.667,0.718,0.639,0.643,t2
S268,6,false,0.946,1.0,1.0,0.837,t3
S269,6,false,0.703,0.74,0.751,0.619,t2
S270,6,false,0.666,0.701,0.585,0.712,t2
S271,6,false,0.926,0.869,1.0,0.908,t3
S272,6,false,0.698,0.671,0.771,0.653,t2
S273,6,false,0.95,0.93,1.0,0.921,t3
S274,6,false,0.957,1.0,1.0,0.87,t3
S275,6,false,0.49,0.479,0.418,0.574,t1
S276,6,false,0.826,0.844,0.905,0.729,t3
S277,6,false,0.432,0.528,0.375,0.394,t1
S278,6,false,0.94,1.0,0.821,1.0,t3
S279,6,false,0.898,1.0,0.886,0.808,t3
S280,6,false,0.539,0.58,0.543,0.494,t2
S281,6,false,0.454,0.492,0.48,0.391,t1
S282,6,false,0.473,0.361,0.515,0.544,t1
S283,6,false,0.775,0.811,0.738,0.776,t2
S284,6,false,0.426,0.478,0.509,0.29,t1
S285,6,false,0.328,0.323,0.24,0.422,t1
S286,6,false,0.831,0.743,0.875,0.874,t3
S287,6,false,0.673,0.682,0.583,0.755,t2
S288,6,false,1.0,1.0,1.0,1.0,t3
S289,6,false,1.0,1.0,1.0,1.0,t3
S290,6,false,0.844,0.776,0.908,0.847,t3
S291,6,false,0.749,0.819,0.776,0.652,t2
S292,6,false,0.518,0.508,0.524,0.522,t2
S293,6,false,0.643,0.614,0.599,0.717,t2
S294,6,false,0.954,0.987,0.939,0.936,t3
S295,6,false,1.0,1.0,1.0,1.0,t3
S296,6,false,0.831,0.882,0.746,0.865,t3
S297,6,false,0.947,1.0,1.0,0.842,t3
S298,6,false,0.976,0.928,1.0,1.0,t3
S299,6,false,0.401,0.407,0.369,0.428,t1
S300,6,false,1.0,1.0,1.0,1.0,t3
