student_id,lesson,absent,score,concept,calculate,interpret,tier
S043,3,false,0.946,0.839,1.0,1.0,t3
S044,3,false,0.712,1.0,0.29,0.846,t2
S045,3,false,0.829,0.773,0.906,0.809,t3
S046,3,false,0.78,0.674,0.904,0.762,t2
S047,3,false,0.77,0.746,0.907,0.657,t2
S048,3,false,0.737,0.776,0.788,0.646,t2
S049,3,false,0.467,0.449,0.481,0.472,t1
S050,3,false,0.691,0.674,0.635,0.765,t2
S051,3,false,0.687,0.756,0.639,0.667,t2
S052,3,false,0.937,1.0,0.949,0.862,t3
S053,3,false,0.62,0.637,0.605,0.619,t2
S054,3,false,0.797,0.715,0.871,0.805,t2
S055,3,false,0.47,0.475,0.564,0.371,t1
S056,3,false,0.416,0.49,0.403,0.356,t1
S057,3,false,0.585,0.642,0.615,0.499,t2
S058,3,false,0.947,0.984,0.861,0.995,t3
S059,3,false,0.191,0.179,0.132,0.261,t1
S060,3,false,0.791,0.868,0.765,0.74,t2
S061,3,false,0.754,0.865,0.727,0.67,t2
S062,3,false,0.459,0.454,0.454,0.47,t1
S063,3,false,0.483,0.399,0.592,0.459,t1
S064,3,false,0.79,0.755,0.882,0.732,t2
S065,3,false,0.657,0.6,0.642,0.728,t2
S066,3,false,0.767,0.767,0.894,0.64,t2
S067,3,false,0.885,0.781,0.938,0.935,t3
S068,3,false,0.755,0.789,0.756,0.719,t2
S069,3,false,0.935,0.909,0.947,0.948,t3
S070,3,false,0.766,0.657,0.89,0.752,t2
S071,3,false,0.875,0.974,0.821,0.831,t3
S072,3,false,0.69,0.627,0.668,0.776,t2
S073,3,false,0.775,0.874,0.762,0.688,t2
S074,3,false,0.346,0.446,0.346,0.246,t1
S075,3,false,0.946,1.0,0.959,0.879,t3
S076,3,false,0.835,0.891,0.75,0.864,t3
S077,3,false,0.799,0.752,0.907,0.739,t2
S078,3,false,1.0,1.0,1.0,1.0,t3
S079,3,false,0.453,0.471,0.496,0.391,t1
S080,3,false,0.596,0.569,0.623,0.597,t2
S081,3,false,0.536,0.553,0.441,0.615,t2
S082,3,false,0.55,0.433,0.674,0.543,t2
S083,3,false,0.987,0.962,1.0,1.0,t3
S084,3,false,0.299,0.438,0.263,0.196,t1
S085,3,false,0.949,1.0,0.925,0.923,t3
S086,3,false,0.919,0.955,0.861,0.94,t3
S087,3,false,0.591,0.685,0.593,0.496,t2
S088,3,false,0.661,0.674,0.603,0.707,t2
S089,3,false,0.812,0.931,0.697,0.807,t3
S090,3,false,0.712,0.782,0.724,0.63,t2
S091,3,false,0.843,1.0,1.0,0.53,t3
S092,3,false,1.0,1.0,1.0,1.0,t3
S093,3,false,0.472,0.397,0.609,0.41,t1
S094,3,false,0.582,0.577,0.624,0.545,t2
S095,3,false,0.798,0.741,0.874,0.779,t2
S096,3,false,1.0,1.0,1.0,1.0,t3
S097,3,false,0.463,0.542,0.309,0.537,t1
S098,3,false,0.444,0.356,0.441,0.534,t1
S099,3,false,0.515,0.548,0.576,0.422,t2
S100,3,false,0.694,0.608,0.833,0.641,t2
S101,3,false,0.956,1.0,0.988,0.88,t3
S102,3,false,0.593,0.639,0.664,0.477,t2
S103,3,false,0.857,0.908,0.84,0.823,t3
S104,3,false,0.76,0.776,0.825,0.679,t2
S105,3,false,0.815,0.762,0.86,0.822,t3
S106,3,false,0.387,0.428,0.391,0.341,t1
S107,3,false,0.625,0.649,0.626,0.6,t2
S108,3,false,0.7,0.717,0.655,0.729,t2
S109,3,false,0.358,0.359,0.396,0.319,t1
S110,3,false,0.295,0.274,0.397,0.215,t1
S111,3,false,1.0,1.0,1.0,1.0,t3
S112,3,false,0.704,0.748,0.743,0.62,t2
S113,3,false,0.468,0.371,0.474,0.558,t1
S114,3,false,0.928,0.918,1.0,0.865,t3
S115,3,false,0.307,0.457,0.253,0.211,t1
S116,3,false,0.729,0.666,0.879,0.641,t2
S117,3,false,0.677,0.996,0.24,0.796,t2
S118,3,false,1.0,1.0,1.0,1.0,t3
S119,3,false,0.292,0.27,0.327,0.279,t1
S120,3,false,0.688,0.71,0.68,0.674,t2
S121,3,false,0.403,0.436,0.436,0.336,t1
S122,3,false,0.56,0.645,0.541,0.495,t2
S123,3,false,0.917,0.939,0.894,0.919,t3
S124,3,false,0.509,0.507,0.528,0.492,t2
S125,3,false,0.461,0.455,0.405,0.522,t1
S126,3,false,0.669,0.736,0.636,0.636,t2
S127,3,false,0.659,0.569,0.738,0.671,t2
S128,3,false,0.884,0.859,0.874,0.918,t3
S129,3,false,0.665,0.725,0.797,0.474,t2
S130,3,false,0.757,0.658,0.843,0.769,t2
S131,3,false,0.896,0.799,1.0,0.888,t3
S132,3,false,0.479,0.425,0.569,0.442,t1
S133,3,false,0.958,0.96,1.0,0.913,t3
S134,3,false,0.504,0.434,0.549,0.53,t2
S135,3,false,0.559,0.638,0.435,0.605,t2
S136,3,false,0.536,0.522,0.571,0.514,t2
S137,3,false,0.709,0.697,0.657,0.774,t2
S138,3,false,0.826,0.857,0.877,0.743,t3
S139,3,false,0.452,0.54,0.421,0.395,t1
S140,3,false,0.501,0.583,0.507,0.414,t2
S141,3,false,0.975,0.992,1.0,0.934,t3
S142,3,false,0.965,0.979,0.917,1.0,t3
S143,3,false,0.456,0.314,0.554,0.5,t1
S144,3,false,0.835,1.0,0.784,0.72,t3
S145,3,false,0.406,0.358,0.469,0.392,t1
S146,3,false,0.591,0.597,0.638,0.539,t2
S147,3,false,0.613,0.536,0.666,0.638,t2
S148,3,false,0.269,0.227,0.238,0.342,t1
S149,3,false,0.38,0.47,0.466,0.204,t1
S150,3,false,0.998,1.0,0.995,1.0,t3
S151,3,false,0.733,0.74,0.761,0.697,t2
S152,3,false,0.584,0.677,0.596,0.479,t2
S153,3,false,0.922,1.0,0.855,0.911,t3
S154,3,false,0.949,1.0,0.908,0.938,t3
S155,3,false,0.952,1.0,0.962,0.895,t3
S156,3,false,0.353,0.328,0.377,0.353,t1
S157,3,false,0.955,1.0,1.0,0.864,t3
S158,3,false,0.433,0.468,0.489,0.341,t1
S159,3,false,0.907,0.869,0.852,1.0,t3
S160,3,false,0.617,0.61,0.574,0.666,t2
S161,3,false,0.812,0.82,0.807,0.808,t3
S162,3,false,0.788,0.835,0.89,0.639,t2
S163,3,false,0.991,0.974,1.0,1.0,t3
S164,3,false,0.462,0.483,0.523,0.381,t1
S165,3,false,0.223,0.241,0.217,0.211,t1
S166,3,false,0.648,0.639,0.682,0.624,t2
S167,3,false,0.864,0.905,0.871,0.815,t3
S168,3,false,0.641,0.735,0.575,0.612,t2
S169,3,false,0.538,0.525,0.559,0.531,t2
S170,3,false,0.913,0.894,0.845,1.0,t3
S171,3,false,0.936,0.957,0.925,0.925,t3
S172,3,false,0.927,0.986,0.961,0.833,t3
S173,3,false,0.94,1.0,1.0,0.819,t3
S174,3,false,0.53,0.613,0.584,0.394,t2
S175,3,false,0.838,0.693,0.939,0.883,t3
S176,3,false,0.902,0.918,1.0,0.788,t3
S177,3,false,0.743,0.785,0.744,0.701,t2
S178,3,false,0.451,0.423,0.425,0.505,t1
S179,3,false,0.501,0.592,0.404,0.506,t2
S180,3,false,0.767,0.815,0.834,0.651,t2
S181,3,false,0.843,0.888,0.82,0.82,t3
S182,3,false,0.713,0.846,0.653,0.64,t2
S183,3,false,0.575,0.528,0.508,0.689,t2
S184,3,false,0.616,0.639,0.691,0.518,t2
S185,3,false,0.611,0.6,0.603,0.63,t2
S186,3,false,0.399,0.465,0.38,0.351,t1
S187,3,false,0.688,0.642,0.711,0.712,t2
S188,3,false,0.457,0.371,0.42,0.579,t1
S189,3,false,0.974,1.0,0.995,0.926,t3
S190,3,false,0.878,0.942,0.826,0.865,t3
S191,3,false,0.445,0.407,0.555,0.374,t1
S192,3,false,0.517,0.465,0.564,0.521,t2
S193,3,false,0.647,0.636,0.567,0.738,t2
S194,3,false,0.958,1.0,0.875,1.0,t3
S195,3,false,0.742,0.73,0.848,0.648,t2
S196,3,false,0.961,0.967,1.0,0.917,t3
S197,3,false,1.0,1.0,1.0,1.0,t3
S198,3,false,0.89,0.781,0.892,0.998,t3
S199,3,false,0.481,0.5,0.464,0.478,t1
S200,3,false,0.643,0.558,0.749,0.621,t2
S201,3,false,0.817,0.819,0.761,0.87,t3
S202,3,false,0.303,0.28,0.286,0.343,t1
S203,3,false,0.72,0.716,0.754,0.689,t2
S204,3,false,0.495,0.549,0.43,0.507,t1
S205,3,false,0.615,0.512,0.68,0.654,t2
S206,3,false,0.676,0.727,0.617,0.683,t2
S207,3,false,0.732,0.738,0.792,0.666,t2
S208,3,false,0.424,0.522,0.404,0.347,t1
S209,3,false,0.545,0.393,0.652,0.591,t2
S210,3,false,0.914,0.831,1.0,0.91,t3
S211,3,false,0.629,0.566,0.765,0.555,t2
S212,3,false,1.0,1.0,1.0,1.0,t3
S213,3,false,0.929,0.943,0.844,1.0,t3
S214,3,false,0.71,0.68,0.752,0.698,t2
S215,3,false,0.39,0.417,0.285,0.467,t1
S216,3,false,0.548,0.451,0.549,0.645,t2
S217,3,false,0.779,0.858,0.794,0.684,t2
S218,3,false,0.783,0.863,0.771,0.714,t2
S219,3,false,0.94,1.0,0.981,0.84,t3
S220,3,false,0.853,0.89,0.916,0.753,t3
S221,3,false,0.271,0.374,0.201,0.238,t1
S222,3,false,1.0,1.0,1.0,1.0,t3
S223,3,false,0.73,0.707,0.711,0.773,t2
S224,3,false,0.783,0.826,0.73,0.793,t2
S225,3,false,0.931,0.927,0.866,1.0,t3
S226,3,false,0.988,1.0,0.965,1.0,t3
S227,3,false,0.812,0.8,0.724,0.911,t3
S228,3,false,0.333,0.462,0.265,0.271,t1
S229,3,false,0.464,0.464,0.583,0.346,t1
S230,3,false,0.321,0.239,0.449,0.276,t1
S231,3,false,0.477,0.515,0.455,0.46,t1
S232,3,false,0.969,1.0,1.0,0.906,t3
S233,3,false,0.84,0.784,0.919,0.816,t3
S234,3,false,0.509,0.459,0.552,0.515,t2
S235,3,false,0.716,0.669,0.684,0.794,t2
S236,3,false,0.862,0.929,0.764,0.892,t3
S237,3,false,0.536,0.452,0.65,0.507,t2
S238,3,false,0.867,0.883,0.842,0.876,t3
S239,3,false,0.385,0.463,0.348,0.343,t1
S240,3,false,0.963,0.987,1.0,0.903,t3
S241,3,false,0.253,0.269,0.261,0.23,t1
S242,3,false,0.868,0.863,0.862,0.878,t3
S243,3,false,0.73,0.694,0.716,0.779,t2
S244,3,false,0.838,0.856,0.835,0.824,t3
S245,3,false,0.731,0.738,0.668,0.787,t2
S246,3,false,0.88,0.888,0.881,0.871,t3
S247,3,false,0.509,0.529,0.575,0.424,t2
S248,3,false,0.99,1.0,0.969,1.0,t3
S249,3,false,0.82,0.747,0.818,0.895,t3
S250,3,false,0.725,0.664,0.706,0.805,t2
S251,3,false,0.811,0.79,0.8,0.842,t3
S252,3,false,0.984,1.0,0.952,1.0,t3
S253,3,false,0.814,0.77,0.754,0.918,t3
S254,3,false,0.899,0.884,0.942,0.87,t3
S255,3,false,0.613,0.663,0.639,0.538,t2
S256,3,false,0.874,0.889,0.892,0.842,t3
S257,3,false,0.517,0.489,0.439,0.622,t2
S258,3,false,0.845,0.771,0.919,0.844,t3
S259,3,false,0.331,0.31,0.287,0.397,t1
S260,3,false,0.428,0.509,0.421,0.354,t1
S261,3,false,0.385,0.431,0.395,0.328,t1
S262,3,false,0.68,0.576,0.728,0.737,t2
S263,3,false,0.401,0.491,0.344,0.368,t1
S264,3,false,0.439,0.369,0.465,0.482,t1
S265,3,false,0.885,0.913,0.843,0.899,t3
S266,3,false,0.79,0.822,0.886,0.661,t2
S267,3,false,0.598,0.649,0.57,0.574,t2
S268,3,false,0.873,0.917,0.956,0.747,t3
S269,3,false,0.613,0.65,0.661,0.529,t2
S270,3,false,0.537,0.572,0.456,0.583,t2
S271,3,false,0.836,0.74,0.989,0.779,t3
S272,3,false,0.629,0.602,0.702,0.584,t2
S273,3,false,0.904,0.861,1.0,0.852,t3
S274,3,false,0.908,0.943,1.0,0.78,t3
S275,3,false,0.4,0.389,0.328,0.484,t1
S276,3,false,0.697,0.715,0.776,0.6,t2
S277,3,false,0.303,0.399,0.246,0.265,t1
S278,3,false,0.899,0.991,0.752,0.953,t3
S279,3,false,0.846,0.982,0.817,0.739,t3
S280,3,false,0.449,0.49,0.453,0.404,t1
S281,3,false,0.364,0.402,0.39,0.301,t1
S282,3,false,0.344,0.232,0.386,0.415,t1
S283,3,false,0.646,0.682,0.609,0.647,t2
S284,3,false,0.357,0.409,0.44,0.221,t1
S285,3,false,0.259,0.254,0.171,0.353,t1
S286,3,false,0.741,0.653,0.785,0.784,t2
S287,3,false,0.583,0.592,0.493,0.665,t2
S288,3,false,0.99,1.0,0.969,1.0,t3
S289,3,false,1.0,1.0,1.0,1.0,t3
S290,3,false,0.775,0.707,0.839,0.778,t2
S291,3,false,0.68,0.75,0.707,0.583,t2
S292,3,false,0.428,0.418,0.434,0.432,t1
S293,3,false,0.553,0.524,0.509,0.627,t2
S294,3,false,0.825,0.858,0.81,0.807,t3
S295,3,false,0.973,1.0,0.957,0.963,t3
S296,3,false,0.762,0.813,0.677,0.796,t2
S297,3,false,0.913,0.967,1.0,0.773,t3
S298,3,false,0.943,0.838,1.0,0.991,t3
S299,3,false,0.311,0.317,0.279,0.338,t1
S300,3,false,0.958,0.919,0.955,1.0,t3
