student_id,lesson,absent,score,concept,calculate,interpret,tier
S041,2,false,0.554,0.532,0.582,0.548,t2
S042,2,false,0.5,0.587,0.442,0.472,t2
S043,2,false,0.921,0.796,0.996,0.97,t3
S044,2,false,0.706,1.0,0.295,0.823,t2
S045,2,false,0.806,0.75,0.883,0.786,t3
S046,2,false,0.75,0.644,0.874,0.732,t2
S047,2,false,0.74,0.716,0.877,0.627,t2
S048,2,false,0.694,0.733,0.745,0.603,t2
S049,2,false,0.424,0.406,0.438,0.429,t1
S050,2,false,0.668,0.651,0.612,0.742,t2
S051,2,true,,,,,t2
S052,2,false,0.917,1.0,0.919,0.832,t3
S053,2,false,0.59,0.607,0.575,0.589,t2
S054,2,false,0.754,0.672,0.828,0.762,t2
S055,2,false,0.427,0.432,0.521,0.328,t1
S056,2,false,0.393,0.467,0.38,0.333,t1
S057,2,false,0.562,0.619,0.592,0.476,t2
S058,2,false,0.917,0.954,0.831,0.965,t3
S059,2,false,0.161,0.149,0.102,0.231,t1
S060,2,false,0.748,0.825,0.722,0.697,t2
S061,2,false,0.711,0.822,0.684,0.627,t2
S062,2,false,0.436,0.431,0.431,0.447,t1
S063,2,false,0.46,0.376,0.569,0.436,t1
S064,2,false,0.76,0.725,0.852,0.702,t2
S065,2,false,0.627,0.57,0.612,0.698,t2
S066,2,false,0.724,0.724,0.851,0.597,t2
S067,2,false,0.842,0.738,0.895,0.892,t3
S068,2,true,,,,,t2
S069,2,false,0.912,0.886,0.924,0.925,t3
S070,2,false,0.736,0.627,0.86,0.722,t2
S071,2,false,0.845,0.944,0.791,0.801,t3
S072,2,false,0.647,0.584,0.625,0.733,t2
S073,2,false,0.732,0.831,0.719,0.645,t2
S074,2,false,0.323,0.423,0.323,0.223,t1
S075,2,false,0.925,0.982,0.936,0.856,t3
S076,2,false,0.805,0.861,0.72,0.834,t3
S077,2,false,0.769,0.722,0.877,0.709,t2
S078,2,false,1.0,1.0,1.0,1.0,t3
S079,2,false,0.41,0.428,0.453,0.348,t1
S080,2,false,0.573,0.546,0.6,0.574,t2
S081,2,false,0.513,0.53,0.418,0.592,t2
S082,2,false,0.52,0.403,0.644,0.513,t2
S083,2,false,0.977,0.932,1.0,1.0,t3
S084,2,false,0.256,0.395,0.22,0.153,t1
S085,2,true,,,,,t3
S086,2,false,0.896,0.932,0.838,0.917,t3
S087,2,false,0.568,0.662,0.57,0.473,t2
S088,2,false,0.631,0.644,0.573,0.677,t2
S089,2,false,0.782,0.901,0.667,0.777,t2
S090,2,false,0.669,0.739,0.681,0.587,t2
S091,2,false,0.844,1.0,0.993,0.54,t3
S092,2,false,1.0,1.0,1.0,1.0,t3
S093,2,false,0.449,0.374,0.586,0.387,t1
S094,2,false,0.552,0.547,0.594,0.515,t2
S095,2,false,0.768,0.711,0.844,0.749,t2
S096,2,false,0.995,0.993,1.0,0.993,t3
S097,2,false,0.42,0.499,0.266,0.494,t1
S098,2,false,0.421,0.333,0.418,0.511,t1
S099,2,false,0.492,0.525,0.553,0.399,t1
S100,2,false,0.664,0.578,0.803,0.611,t2
S101,2,false,0.936,1.0,0.958,0.85,t3
S102,2,true,,,,,t1
S103,2,false,0.814,0.865,0.797,0.78,t3
S104,2,false,0.737,0.753,0.802,0.656,t2
S105,2,false,0.792,0.739,0.837,0.799,t2
S106,2,false,0.357,0.398,0.361,0.311,t1
S107,2,false,0.595,0.619,0.596,0.57,t2
S108,2,false,0.657,0.674,0.612,0.686,t2
S109,2,false,0.315,0.316,0.353,0.276,t1
S110,2,false,0.272,0.251,0.374,0.192,t1
S111,2,false,1.0,1.0,1.0,1.0,t3
S112,2,false,0.674,0.718,0.713,0.59,t2
S113,2,false,0.438,0.341,0.444,0.528,t1
S114,2,false,0.889,0.875,0.969,0.822,t3
S115,2,false,0.264,0.414,0.21,0.168,t1
S116,2,false,0.706,0.643,0.856,0.618,t2
S117,2,false,0.664,0.973,0.245,0.773,t2
S118,2,false,1.0,1.0,1.0,1.0,t3
S119,2,true,,,,,t1
S120,2,false,0.645,0.667,0.637,0.631,t2
S121,2,false,0.36,0.393,0.393,0.293,t1
S122,2,false,0.537,0.622,0.518,0.472,t2
S123,2,false,0.894,0.916,0.871,0.896,t3
S124,2,false,0.479,0.477,0.498,0.462,t1
S125,2,false,0.431,0.425,0.375,0.492,t1
S126,2,false,0.626,0.693,0.593,0.593,t2
S127,2,false,0.616,0.526,0.695,0.628,t2
S128,2,false,0.861,0.836,0.851,0.895,t3
S129,2,false,0.642,0.702,0.774,0.451,t2
S130,2,false,0.727,0.628,0.813,0.739,t2
S131,2,false,0.875,0.769,0.998,0.858,t3
S132,2,false,0.436,0.382,0.526,0.399,t1
S133,2,false,0.929,0.917,1.0,0.87,t3
S134,2,false,0.481,0.411,0.526,0.507,t1
S135,2,false,0.536,0.615,0.412,0.582,t2
S136,2,true,,,,,t1
S137,2,false,0.679,0.667,0.627,0.744,t2
S138,2,false,0.783,0.814,0.834,0.7,t2
S139,2,false,0.409,0.497,0.378,0.352,t1
S140,2,false,0.478,0.56,0.484,0.391,t1
S141,2,false,0.96,0.969,1.0,0.911,t3
S142,2,false,0.945,0.949,0.887,1.0,t3
S143,2,false,0.426,0.284,0.524,0.47,t1
S144,2,false,0.796,0.969,0.741,0.677,t2
S145,2,false,0.363,0.315,0.426,0.349,t1
S146,2,false,0.568,0.574,0.615,0.516,t2
S147,2,false,0.59,0.513,0.643,0.615,t2
S148,2,false,0.239,0.197,0.208,0.312,t1
S149,2,false,0.35,0.44,0.436,0.174,t1
S150,2,false,0.977,0.987,0.952,0.992,t3
S151,2,false,0.69,0.697,0.718,0.654,t2
S152,2,false,0.561,0.654,0.573,0.456,t2
S153,2,true,,,,,t3
S154,2,false,0.919,0.971,0.878,0.908,t3
S155,2,false,0.932,1.0,0.932,0.865,t3
S156,2,false,0.31,0.285,0.334,0.31,t1
S157,2,false,0.94,1.0,1.0,0.821,t3
S158,2,false,0.41,0.445,0.466,0.318,t1
S159,2,false,0.892,0.846,0.829,1.0,t3
S160,2,false,0.587,0.58,0.544,0.636,t2
S161,2,false,0.782,0.79,0.777,0.778,t2
S162,2,false,0.745,0.792,0.847,0.596,t2
S163,2,false,0.977,0.931,1.0,1.0,t3
S164,2,false,0.439,0.46,0.5,0.358,t1
S165,2,false,0.2,0.218,0.194,0.188,t1
S166,2,false,0.618,0.609,0.652,0.594,t2
S167,2,false,0.834,0.875,0.841,0.785,t3
S168,2,false,0.598,0.692,0.532,0.569,t2
S169,2,false,0.495,0.482,0.516,0.488,t1
S170,2,true,,,,,t3
S171,2,false,0.913,0.934,0.902,0.902,t3
S172,2,false,0.897,0.956,0.931,0.803,t3
S173,2,false,0.929,1.0,0.998,0.789,t3
S174,2,false,0.487,0.57,0.541,0.351,t1
S175,2,false,0.795,0.65,0.896,0.84,t2
S176,2,false,0.887,0.895,1.0,0.765,t3
S177,2,false,0.72,0.762,0.721,0.678,t2
S178,2,false,0.421,0.393,0.395,0.475,t1
S179,2,false,0.471,0.562,0.374,0.476,t1
S180,2,false,0.724,0.772,0.791,0.608,t2
S181,2,false,0.8,0.845,0.777,0.777,t2
S182,2,false,0.69,0.823,0.63,0.617,t2
S183,2,false,0.552,0.505,0.485,0.666,t2
S184,2,false,0.586,0.609,0.661,0.488,t2
S185,2,false,0.581,0.57,0.573,0.6,t2
S186,2,false,0.356,0.422,0.337,0.308,t1
S187,2,true,,,,,t2
S188,2,false,0.434,0.348,0.397,0.556,t1
S189,2,false,0.954,0.986,0.972,0.903,t3
S190,2,false,0.848,0.912,0.796,0.835,t3
S191,2,false,0.415,0.377,0.525,0.344,t1
S192,2,false,0.474,0.422,0.521,0.478,t1
S193,2,false,0.604,0.593,0.524,0.695,t2
S194,2,false,0.951,1.0,0.852,1.0,t3
S195,2,false,0.719,0.707,0.825,0.625,t2
S196,2,false,0.934,0.937,0.978,0.887,t3
S197,2,false,1.0,1.0,1.0,1.0,t3
S198,2,false,0.847,0.738,0.849,0.955,t3
S199,2,false,0.438,0.457,0.421,0.435,t1
S200,2,false,0.62,0.535,0.726,0.598,t2
S201,2,false,0.794,0.796,0.738,0.847,t2
S202,2,false,0.273,0.25,0.256,0.313,t1
S203,2,false,0.69,0.686,0.724,0.659,t2
S204,2,true,,,,,t1
S205,2,false,0.572,0.469,0.637,0.611,t2
S206,2,false,0.653,0.704,0.594,0.66,t2
S207,2,false,0.709,0.715,0.769,0.643,t2
S208,2,false,0.394,0.492,0.374,0.317,t1
S209,2,false,0.515,0.363,0.622,0.561,t2
S210,2,false,0.879,0.788,0.983,0.867,t3
S211,2,false,0.586,0.523,0.722,0.512,t2
S212,2,false,1.0,1.0,1.0,1.0,t3
S213,2,false,0.914,0.92,0.821,1.0,t3
S214,2,false,0.68,0.65,0.722,0.668,t2
S215,2,false,0.36,0.387,0.255,0.437,t1
S216,2,false,0.505,0.408,0.506,0.602,t2
S217,2,false,0.736,0.815,0.751,0.641,t2
S218,2,false,0.76,0.84,0.748,0.691,t2
S219,2,false,0.925,1.0,0.958,0.817,t3
S220,2,false,0.823,0.86,0.886,0.723,t3
S221,2,true,,,,,t1
S222,2,false,0.986,1.0,1.0,0.959,t3
S223,2,false,0.687,0.664,0.668,0.73,t2
S224,2,false,0.76,0.803,0.707,0.77,t2
S225,2,false,0.916,0.904,0.843,1.0,t3
S226,2,false,0.971,0.977,0.935,1.0,t3
S227,2,false,0.782,0.77,0.694,0.881,t2
S228,2,false,0.29,0.419,0.222,0.228,t1
S229,2,false,0.421,0.421,0.54,0.303,t1
S230,2,false,0.298,0.216,0.426,0.253,t1
S231,2,false,0.454,0.492,0.432,0.437,t1
S232,2,false,0.959,1.0,1.0,0.876,t3
S233,2,false,0.81,0.754,0.889,0.786,t3
S234,2,false,0.466,0.416,0.509,0.472,t1
S235,2,false,0.673,0.626,0.641,0.751,t2
S236,2,false,0.839,0.906,0.741,0.869,t3
S237,2,false,0.513,0.429,0.627,0.484,t2
S238,2,true,,,,,t3
S239,2,false,0.355,0.433,0.318,0.313,t1
S240,2,false,0.935,0.944,1.0,0.86,t3
S241,2,false,0.21,0.226,0.218,0.187,t1
S242,2,false,0.845,0.84,0.839,0.855,t3
S243,2,false,0.707,0.671,0.693,0.756,t2
S244,2,false,0.808,0.826,0.805,0.794,t3
S245,2,false,0.701,0.708,0.638,0.757,t2
S246,2,false,0.837,0.845,0.838,0.828,t3
S247,2,false,0.466,0.486,0.532,0.381,t1
S248,2,false,0.982,1.0,0.946,1.0,t3
S249,2,false,0.797,0.724,0.795,0.872,t2
S250,2,false,0.695,0.634,0.676,0.775,t2
S251,2,false,0.781,0.76,0.77,0.812,t2
S252,2,false,0.966,1.0,0.909,0.989,t3
S253,2,false,0.771,0.727,0.711,0.875,t2
S254,2,false,0.876,0.861,0.919,0.847,t3
S255,2,true,,,,,t2
S256,2,false,0.844,0.859,0.862,0.812,t3
S257,2,false,0.487,0.459,0.409,0.592,t1
S258,2,false,0.802,0.728,0.876,0.801,t3
S259,2,false,0.288,0.267,0.244,0.354,t1
S260,2,false,0.405,0.486,0.398,0.331,t1
S261,2,false,0.362,0.408,0.372,0.305,t1
S262,2,false,0.65,0.546,0.698,0.707,t2
S263,2,false,0.371,0.461,0.314,0.338,t1
S264,2,false,0.396,0.326,0.422,0.439,t1
S265,2,false,0.842,0.87,0.8,0.856,t3
S266,2,false,0.767,0.799,0.863,0.638,t2
S267,2,false,0.575,0.626,0.547,0.551,t2
S268,2,false,0.843,0.887,0.926,0.717,t3
S269,2,false,0.583,0.62,0.631,0.499,t2
S270,2,false,0.494,0.529,0.413,0.54,t1
S271,2,false,0.793,0.697,0.946,0.736,t2
S272,2,true,,,,,t2
S273,2,false,0.886,0.838,0.99,0.829,t3
S274,2,false,0.888,0.913,1.0,0.75,t3
S275,2,false,0.37,0.359,0.298,0.454,t1
S276,2,false,0.654,0.672,0.733,0.557,t2
S277,2,false,0.26,0.356,0.203,0.222,t1
S278,2,false,0.876,0.968,0.729,0.93,t3
S279,2,false,0.823,0.959,0.794,0.716,t3
S280,2,false,0.419,0.46,0.423,0.374,t1
S281,2,false,0.334,0.372,0.36,0.271,t1
S282,2,false,0.301,0.189,0.343,0.372,t1
S283,2,false,0.603,0.639,0.566,0.604,t2
S284,2,false,0.334,0.386,0.417,0.198,t1
S285,2,false,0.236,0.231,0.148,0.33,t1
S286,2,false,0.711,0.623,0.755,0.754,t2
S287,2,false,0.553,0.562,0.463,0.635,t2
S288,2,false,0.975,1.0,0.926,1.0,t3
S289,2,true,,,,,t3
S290,2,false,0.752,0.684,0.816,0.755,t2
S291,2,false,0.657,0.727,0.684,0.56,t2
S292,2,false,0.398,0.388,0.404,0.402,t1
S293,2,false,0.523,0.494,0.479,0.597,t2
S294,2,false,0.782,0.815,0.767,0.764,t2
S295,2,false,0.943,0.995,0.914,0.92,t3
S296,2,false,0.739,0.79,0.654,0.773,t2
S297,2,false,0.898,0.944,1.0,0.75,t3
S298,2,false,0.913,0.808,0.97,0.961,t3
S299,2,false,0.281,0.287,0.249,0.308,t1
S300,2,false,0.929,0.876,0.912,1.0,t3
