student_id,lesson,absent,score,concept,calculate,interpret,tier
S058,4,true,,,,,t3
S059,4,false,0.221,0.209,0.162,0.291,t1
S060,4,false,0.834,0.911,0.808,0.783,t3
S061,4,false,0.797,0.908,0.77,0.713,t2
S062,4,false,0.482,0.477,0.477,0.493,t1
S063,4,false,0.506,0.422,0.615,0.482,t2
S064,4,false,0.82,0.785,0.912,0.762,t3
S065,4,false,0.687,0.63,0.672,0.758,t2
S066,4,false,0.81,0.81,0.937,0.683,t3
S067,4,false,0.928,0.824,0.981,0.978,t3
S068,4,false,0.778,0.812,0.779,0.742,t2
S069,4,false,0.958,0.932,0.97,0.971,t3
S070,4,false,0.796,0.687,0.92,0.782,t2
S071,4,false,0.904,1.0,0.851,0.861,t3
S072,4,false,0.733,0.67,0.711,0.819,t2
S073,4,false,0.818,0.917,0.805,0.731,t3
S074,4,false,0.369,0.469,0.369,0.269,t1
S075,4,false,0.961,1.0,0.982,0.902,t3
S076,4,false,0.865,0.921,0.78,0.894,t3
S077,4,false,0.829,0.782,0.937,0.769,t3
S078,4,false,1.0,1.0,1.0,1.0,t3
S079,4,false,0.496,0.514,0.539,0.434,t1
S080,4,false,0.619,0.592,0.646,0.62,t2
S081,4,false,0.559,0.576,0.464,0.638,t2
S082,4,false,0.58,0.463,0.704,0.573,t2
S083,4,false,0.997,0.992,1.0,1.0,t3
S084,4,false,0.342,0.481,0.306,0.239,t1
S085,4,false,0.978,1.0,0.968,0.966,t3
S086,4,false,0.942,0.978,0.884,0.963,t3
S087,4,true,,,,,t2
S088,4,false,0.691,0.704,0.633,0.737,t2
S089,4,false,0.842,0.961,0.727,0.837,t3
S090,4,false,0.755,0.825,0.767,0.673,t2
S091,4,false,0.84,1.0,1.0,0.52,t3
S092,4,false,1.0,1.0,1.0,1.0,t3
S093,4,false,0.495,0.42,0.632,0.433,t1
S094,4,false,0.612,0.607,0.654,0.575,t2
S095,4,false,0.828,0.771,0.904,0.809,t3
S096,4,false,1.0,1.0,1.0,1.0,t3
S097,4,false,0.506,0.585,0.352,0.58,t2
S098,4,false,0.467,0.379,0.464,0.557,t1
S099,4,false,0.538,0.571,0.599,0.445,t2
S100,4,false,0.724,0.638,0.863,0.671,t2
S101,4,false,0.97,1.0,1.0,0.91,t3
S102,4,false,0.636,0.682,0.707,0.52,t2
S103,4,false,0.9,0.951,0.883,0.866,t3
S104,4,false,0.783,0.799,0.848,0.702,t2
S105,4,false,0.838,0.785,0.883,0.845,t3
S106,4,false,0.417,0.458,0.421,0.371,t1
S107,4,false,0.655,0.679,0.656,0.63,t2
S108,4,false,0.743,0.76,0.698,0.772,t2
S109,4,false,0.401,0.402,0.439,0.362,t1
S110,4,false,0.318,0.297,0.42,0.238,t1
S111,4,false,1.0,1.0,1.0,1.0,t3
S112,4,false,0.734,0.778,0.773,0.65,t2
S113,4,false,0.498,0.401,0.504,0.588,t1
S114,4,false,0.956,0.961,1.0,0.908,t3
S115,4,false,0.35,0.5,0.296,0.254,t1
S116,4,true,,,,,t2
S117,4,false,0.685,1.0,0.235,0.819,t2
S118,4,false,1.0,1.0,1.0,1.0,t3
S119,4,false,0.322,0.3,0.357,0.309,t1
S120,4,false,0.731,0.753,0.723,0.717,t2
S121,4,false,0.446,0.479,0.479,0.379,t1
S122,4,false,0.583,0.668,0.564,0.518,t2
S123,4,false,0.94,0.962,0.917,0.942,t3
S124,4,false,0.539,0.537,0.558,0.522,t2
S125,4,false,0.491,0.485,0.435,0.552,t1
S126,4,false,0.712,0.779,0.679,0.679,t2
S127,4,false,0.702,0.612,0.781,0.714,t2
S128,4,false,0.907,0.882,0.897,0.941,t3
S129,4,false,0.688,0.748,0.82,0.497,t2
S130,4,false,0.787,0.688,0.873,0.799,t2
S131,4,false,0.916,0.829,1.0,0.918,t3
S132,4,false,0.522,0.468,0.612,0.485,t2
S133,4,false,0.985,1.0,1.0,0.956,t3
S134,4,false,0.527,0.457,0.572,0.553,t2
S135,4,false,0.582,0.661,0.458,0.628,t2
S136,4,false,0.566,0.552,0.601,0.544,t2
S137,4,false,0.739,0.727,0.687,0.804,t2
S138,4,false,0.869,0.9,0.92,0.786,t3
S139,4,false,0.495,0.583,0.464,0.438,t1
S140,4,false,0.524,0.606,0.53,0.437,t2
S141,4,false,0.986,1.0,1.0,0.957,t3
S142,4,false,0.982,1.0,0.947,1.0,t3
S143,4,false,0.486,0.344,0.584,0.53,t1
S144,4,false,0.863,1.0,0.827,0.763,t3
S145,4,true,,,,,t1
S146,4,false,0.614,0.62,0.661,0.562,t2
S147,4,false,0.636,0.559,0.689,0.661,t2
S148,4,false,0.299,0.257,0.268,0.372,t1
S149,4,false,0.41,0.5,0.496,0.234,t1
S150,4,false,1.0,1.0,1.0,1.0,t3
S151,4,false,0.776,0.783,0.804,0.74,t2
S152,4,false,0.607,0.7,0.619,0.502,t2
S153,4,false,0.937,1.0,0.878,0.934,t3
S154,4,false,0.969,1.0,0.938,0.968,t3
S155,4,false,0.972,1.0,0.992,0.925,t3
S156,4,false,0.396,0.371,0.42,0.396,t1
S157,4,false,0.969,1.0,1.0,0.907,t3
S158,4,false,0.456,0.491,0.512,0.364,t1
S159,4,false,0.922,0.892,0.875,1.0,t3
S160,4,false,0.647,0.64,0.604,0.696,t2
S161,4,false,0.842,0.85,0.837,0.838,t3
S162,4,false,0.831,0.878,0.933,0.682,t3
S163,4,false,1.0,1.0,1.0,1.0,t3
S164,4,false,0.485,0.506,0.546,0.404,t1
S165,4,false,0.246,0.264,0.24,0.234,t1
S166,4,false,0.678,0.669,0.712,0.654,t2
S167,4,false,0.894,0.935,0.901,0.845,t3
S168,4,false,0.684,0.778,0.618,0.655,t2
S169,4,false,0.581,0.568,0.602,0.574,t2
S170,4,false,0.928,0.917,0.868,1.0,t3
S171,4,false,0.959,0.98,0.948,0.948,t3
S172,4,false,0.951,1.0,0.991,0.863,t3
S173,4,false,0.95,1.0,1.0,0.849,t3
S174,4,true,,,,,t1
S175,4,false,0.881,0.736,0.982,0.926,t3
S176,4,false,0.917,0.941,1.0,0.811,t3
S177,4,false,0.766,0.808,0.767,0.724,t2
S178,4,false,0.481,0.453,0.455,0.535,t1
S179,4,false,0.531,0.622,0.434,0.536,t2
S180,4,false,0.81,0.858,0.877,0.694,t3
S181,4,false,0.886,0.931,0.863,0.863,t3
S182,4,false,0.736,0.869,0.676,0.663,t2
S183,4,false,0.598,0.551,0.531,0.712,t2
S184,4,false,0.646,0.669,0.721,0.548,t2
S185,4,false,0.641,0.63,0.633,0.66,t2
S186,4,false,0.442,0.508,0.423,0.394,t1
S187,4,false,0.731,0.685,0.754,0.755,t2
S188,4,false,0.48,0.394,0.443,0.602,t1
S189,4,false,0.983,1.0,1.0,0.949,t3
S190,4,false,0.908,0.972,0.856,0.895,t3
S191,4,false,0.475,0.437,0.585,0.404,t1
S192,4,false,0.56,0.508,0.607,0.564,t2
S193,4,false,0.69,0.679,0.61,0.781,t2
S194,4,false,0.966,1.0,0.898,1.0,t3
S195,4,false,0.765,0.753,0.871,0.671,t2
S196,4,false,0.981,0.997,1.0,0.947,t3
S197,4,false,1.0,1.0,1.0,1.0,t3
S198,4,false,0.92,0.824,0.935,1.0,t3
S199,4,false,0.524,0.543,0.507,0.521,t2
S200,4,false,0.666,0.581,0.772,0.644,t2
S201,4,false,0.84,0.842,0.784,0.893,t3
S202,4,false,0.333,0.31,0.316,0.373,t1
S203,4,true,,,,,t2
S204,4,false,0.538,0.592,0.473,0.55,t2
S205,4,false,0.658,0.555,0.723,0.697,t2
S206,4,false,0.699,0.75,0.64,0.706,t2
S207,4,false,0.755,0.761,0.815,0.689,t2
S208,4,false,0.454,0.552,0.434,0.377,t1
S209,4,false,0.575,0.423,0.682,0.621,t2
S210,4,false,0.942,0.874,1.0,0.953,t3
S211,4,false,0.672,0.609,0.808,0.598,t2
S212,4,false,1.0,1.0,1.0,1.0,t3
S213,4,false,0.944,0.966,0.867,1.0,t3
S214,4,false,0.74,0.71,0.782,0.728,t2
S215,4,false,0.42,0.447,0.315,0.497,t1
S216,4,false,0.591,0.494,0.592,0.688,t2
S217,4,false,0.822,0.901,0.837,0.727,t3
S218,4,false,0.806,0.886,0.794,0.737,t3
S219,4,false,0.954,1.0,1.0,0.863,t3
S220,4,false,0.883,0.92,0.946,0.783,t3
S221,4,false,0.301,0.404,0.231,0.268,t1
S222,4,false,1.0,1.0,1.0,1.0,t3
S223,4,false,0.773,0.75,0.754,0.816,t2
S224,4,false,0.806,0.849,0.753,0.816,t3
S225,4,false,0.946,0.95,0.889,1.0,t3
S226,4,false,0.998,1.0,0.995,1.0,t3
S227,4,false,0.842,0.83,0.754,0.941,t3
S228,4,false,0.376,0.505,0.308,0.314,t1
S229,4,false,0.507,0.507,0.626,0.389,t2
S230,4,false,0.344,0.262,0.472,0.299,t1
S231,4,false,0.5,0.538,0.478,0.483,t1
S232,4,true,,,,,t3
S233,4,false,0.87,0.814,0.949,0.846,t3
S234,4,false,0.552,0.502,0.595,0.558,t2
S235,4,false,0.759,0.712,0.727,0.837,t2
S236,4,false,0.885,0.952,0.787,0.915,t3
S237,4,false,0.559,0.475,0.673,0.53,t2
S238,4,false,0.897,0.913,0.872,0.906,t3
S239,4,false,0.415,0.493,0.378,0.373,t1
S240,4,false,0.982,1.0,1.0,0.946,t3
S241,4,false,0.296,0.312,0.304,0.273,t1
S242,4,false,0.891,0.886,0.885,0.901,t3
S243,4,false,0.753,0.717,0.739,0.802,t2
S244,4,false,0.868,0.886,0.865,0.854,t3
S245,4,false,0.761,0.768,0.698,0.817,t2
S246,4,false,0.923,0.931,0.924,0.914,t3
S247,4,false,0.552,0.572,0.618,0.467,t2
S248,4,false,0.997,1.0,0.992,1.0,t3
S249,4,false,0.843,0.77,0.841,0.918,t3
S250,4,false,0.755,0.694,0.736,0.835,t2
S251,4,false,0.841,0.82,0.83,0.872,t3
S252,4,false,0.998,1.0,0.995,1.0,t3
S253,4,false,0.857,0.813,0.797,0.961,t3
S254,4,false,0.922,0.907,0.965,0.893,t3
S255,4,false,0.636,0.686,0.662,0.561,t2
S256,4,false,0.904,0.919,0.922,0.872,t3
S257,4,false,0.547,0.519,0.469,0.652,t2
S258,4,false,0.888,0.814,0.962,0.887,t3
S259,4,false,0.374,0.353,0.33,0.44,t1
S260,4,false,0.451,0.532,0.444,0.377,t1
S261,4,true,,,,,t1
S262,4,false,0.71,0.606,0.758,0.767,t2
S263,4,false,0.431,0.521,0.374,0.398,t1
S264,4,false,0.482,0.412,0.508,0.525,t1
S265,4,false,0.928,0.956,0.886,0.942,t3
S266,4,false,0.813,0.845,0.909,0.684,t3
S267,4,false,0.621,0.672,0.593,0.597,t2
S268,4,false,0.903,0.947,0.986,0.777,t3
S269,4,false,0.643,0.68,0.691,0.559,t2
S270,4,false,0.58,0.615,0.499,0.626,t2
S271,4,false,0.868,0.783,1.0,0.822,t3
S272,4,false,0.652,0.625,0.725,0.607,t2
S273,4,false,0.92,0.884,1.0,0.875,t3
S274,4,false,0.928,0.973,1.0,0.81,t3
S275,4,false,0.43,0.419,0.358,0.514,t1
S276,4,false,0.74,0.758,0.819,0.643,t2
S277,4,false,0.346,0.442,0.289,0.308,t1
S278,4,false,0.917,1.0,0.775,0.976,t3
S279,4,false,0.867,1.0,0.84,0.762,t3
S280,4,false,0.479,0.52,0.483,0.434,t1
S281,4,false,0.394,0.432,0.42,0.331,t1
S282,4,false,0.387,0.275,0.429,0.458,t1
S283,4,false,0.689,0.725,0.652,0.69,t2
S284,4,false,0.38,0.432,0.463,0.244,t1
S285,4,false,0.282,0.277,0.194,0.376,t1
S286,4,false,0.771,0.683,0.815,0.814,t2
S287,4,false,0.613,0.622,0.523,0.695,t2
S288,4,false,1.0,1.0,1.0,1.0,t3
S289,4,false,1.0,1.0,1.0,1.0,t3
S290,4,true,,,,,t2
S291,4,false,0.703,0.773,0.73,0.606,t2
S292,4,false,0.458,0.448,0.464,0.462,t1
S293,4,false,0.583,0.554,0.539,0.657,t2
S294,4,false,0.868,0.901,0.853,0.85,t3
S295,4,false,1.0,1.0,1.0,1.0,t3
S296,4,false,0.785,0.836,0.7,0.819,t2
S297,4,false,0.929,0.99,1.0,0.796,t3
S298,4,false,0.956,0.868,1.0,1.0,t3
S299,4,false,0.341,0.347,0.309,0.368,t1
S300,4,false,0.987,0.962,0.998,1.0,t3
