student_id,lesson,absent,score,concept,calculate,interpret,tier
S083,1,false,0.967,0.902,1.0,1.0,t3
S084,1,false,0.213,0.352,0.177,0.11,t1
S085,1,false,0.892,1.0,0.839,0.837,t3
S086,1,false,0.873,0.909,0.815,0.894,t3
S087,1,false,0.545,0.639,0.547,0.45,t2
S088,1,false,0.601,0.614,0.543,0.647,t2
S089,1,false,0.752,0.871,0.637,0.747,t2
S090,1,false,0.626,0.696,0.638,0.544,t2
S091,1,false,0.833,1.0,0.95,0.55,t3
S092,1,false,1.0,1.0,1.0,1.0,t3
S093,1,false,0.426,0.351,0.563,0.364,t1
S094,1,false,0.522,0.517,0.564,0.485,t2
S095,1,false,0.738,0.681,0.814,0.719,t2
S096,1,false,0.967,0.95,1.0,0.95,t3
S097,1,false,0.377,0.456,0.223,0.451,t1
S098,1,false,0.398,0.31,0.395,0.488,t1
S099,1,false,0.469,0.502,0.53,0.376,t1
S100,1,false,0.634,0.548,0.773,0.581,t2
S101,1,false,0.916,1.0,0.928,0.82,t3
S102,1,false,0.507,0.553,0.578,0.391,t2
S103,1,false,0.771,0.822,0.754,0.737,t2
S104,1,false,0.714,0.73,0.779,0.633,t2
S105,1,false,0.769,0.716,0.814,0.776,t2
S106,1,false,0.327,0.368,0.331,0.281,t1
S107,1,false,0.565,0.589,0.566,0.54,t2
S108,1,false,0.614,0.631,0.569,0.643,t2
S109,1,false,0.272,0.273,0.31,0.233,t1
S110,1,false,0.249,0.228,0.351,0.169,t1
S111,1,false,1.0,1.0,1.0,1.0,t3
S112,1,false,0.644,0.688,0.683,0.56,t2
S113,1,false,0.408,0.311,0.414,0.498,t1
S114,1,false,0.846,0.832,0.926,0.779,t3
S115,1,false,0.221,0.371,0.167,0.125,t1
S116,1,false,0.683,0.62,0.833,0.595,t2
S117,1,false,0.65,0.95,0.25,0.75,t2
S118,1,false,0.999,1.0,1.0,0.998,t3
S119,1,false,0.232,0.21,0.267,0.219,t1
S120,1,false,0.602,0.624,0.594,0.588,t2
S121,1,false,0.317,0.35,0.35,0.25,t1
S122,1,false,0.514,0.599,0.495,0.449,t2
S123,1,false,0.871,0.893,0.848,0.873,t3
S124,1,false,0.449,0.447,0.468,0.432,t1
S125,1,false,0.401,0.395,0.345,0.462,t1
S126,1,false,0.583,0.65,0.55,0.55,t2
S127,1,false,0.573,0.483,0.652,0.585,t2
S128,1,false,0.838,0.813,0.828,0.872,t3
S129,1,false,0.619,0.679,0.751,0.428,t2
S130,1,false,0.697,0.598,0.783,0.709,t2
S131,1,false,0.845,0.739,0.968,0.828,t3
S132,1,false,0.393,0.339,0.483,0.356,t1
S133,1,false,0.9,0.874,1.0,0.827,t3
S134,1,false,0.458,0.388,0.503,0.484,t1
S135,1,false,0.513,0.592,0.389,0.559,t2
S136,1,false,0.476,0.462,0.511,0.454,t1
S137,1,false,0.649,0.637,0.597,0.714,t2
S138,1,false,0.74,0.771,0.791,0.657,t2
S139,1,false,0.366,0.454,0.335,0.309,t1
S140,1,false,0.455,0.537,0.461,0.368,t1
S141,1,false,0.945,0.946,1.0,0.888,t3
S142,1,false,0.921,0.919,0.857,0.986,t3
S143,1,false,0.396,0.254,0.494,0.44,t1
S144,1,false,0.753,0.926,0.698,0.634,t2
S145,1,false,0.32,0.272,0.383,0.306,t1
S146,1,false,0.545,0.551,0.592,0.493,t2
S147,1,false,0.567,0.49,0.62,0.592,t2
S148,1,false,0.209,0.167,0.178,0.282,t1
S149,1,false,0.32,0.41,0.406,0.144,t1
S150,1,false,0.934,0.944,0.909,0.949,t3
S151,1,false,0.647,0.654,0.675,0.611,t2
S152,1,false,0.538,0.631,0.55,0.433,t2
S153,1,false,0.881,0.968,0.809,0.865,t3
S154,1,false,0.889,0.941,0.848,0.878,t3
S155,1,false,0.903,0.973,0.902,0.835,t3
S156,1,false,0.267,0.242,0.291,0.267,t1
S157,1,false,0.926,1.0,1.0,0.778,t3
S158,1,false,0.387,0.422,0.443,0.295,t1
S159,1,false,0.876,0.823,0.806,0.999,t3
S160,1,false,0.557,0.55,0.514,0.606,t2
S161,1,false,0.752,0.76,0.747,0.748,t2
S162,1,false,0.702,0.749,0.804,0.553,t2
S163,1,false,0.952,0.888,1.0,0.968,t3
S164,1,false,0.416,0.437,0.477,0.335,t1
S165,1,false,0.177,0.195,0.171,0.165,t1
S166,1,false,0.588,0.579,0.622,0.564,t2
S167,1,false,0.804,0.845,0.811,0.755,t3
S168,1,false,0.555,0.649,0.489,0.526,t2
S169,1,false,0.452,0.439,0.473,0.445,t1
S170,1,false,0.882,0.848,0.799,1.0,t3
S171,1,false,0.89,0.911,0.879,0.879,t3
S172,1,false,0.867,0.926,0.901,0.773,t3
S173,1,false,0.909,1.0,0.968,0.759,t3
S174,1,false,0.444,0.527,0.498,0.308,t1
S175,1,false,0.752,0.607,0.853,0.797,t2
S176,1,false,0.865,0.872,0.982,0.742,t3
S177,1,false,0.697,0.739,0.698,0.655,t2
S178,1,false,0.391,0.363,0.365,0.445,t1
S179,1,false,0.441,0.532,0.344,0.446,t1
S180,1,false,0.681,0.729,0.748,0.565,t2
S181,1,false,0.757,0.802,0.734,0.734,t2
S182,1,false,0.667,0.8,0.607,0.594,t2
S183,1,false,0.529,0.482,0.462,0.643,t2
S184,1,false,0.556,0.579,0.631,0.458,t2
S185,1,false,0.551,0.54,0.543,0.57,t2
S186,1,false,0.313,0.379,0.294,0.265,t1
S187,1,false,0.602,0.556,0.625,0.626,t2
S188,1,false,0.411,0.325,0.374,0.533,t1
S189,1,false,0.931,0.963,0.949,0.88,t3
S190,1,false,0.818,0.882,0.766,0.805,t3
S191,1,false,0.385,0.347,0.495,0.314,t1
S192,1,false,0.431,0.379,0.478,0.435,t1
S193,1,false,0.561,0.55,0.481,0.652,t2
S194,1,false,0.94,0.99,0.829,1.0,t3
S195,1,false,0.696,0.684,0.802,0.602,t2
S196,1,false,0.904,0.907,0.948,0.857,t3
S197,1,false,1.0,1.0,1.0,1.0,t3
S198,1,false,0.804,0.695,0.806,0.912,t3
S199,1,false,0.395,0.414,0.378,0.392,t1
S200,1,false,0.597,0.512,0.703,0.575,t2
S201,1,false,0.771,0.773,0.715,0.824,t2
S202,1,false,0.243,0.22,0.226,0.283,t1
S203,1,false,0.66,0.656,0.694,0.629,t2
S204,1,false,0.409,0.463,0.344,0.421,t1
S205,1,false,0.529,0.426,0.594,0.568,t2
S206,1,false,0.63,0.681,0.571,0.637,t2
S207,1,false,0.686,0.692,0.746,0.62,t2
S208,1,false,0.364,0.462,0.344,0.287,t1
S209,1,false,0.485,0.333,0.592,0.531,t1
S210,1,false,0.836,0.745,0.94,0.824,t3
S211,1,false,0.543,0.48,0.679,0.469,t2
S212,1,false,0.993,0.978,1.0,1.0,t3
S213,1,false,0.896,0.897,0.798,0.994,t3
S214,1,false,0.65,0.62,0.692,0.638,t2
S215,1,false,0.33,0.357,0.225,0.407,t1
S216,1,false,0.462,0.365,0.463,0.559,t1
S217,1,false,0.693,0.772,0.708,0.598,t2
S218,1,false,0.737,0.817,0.725,0.668,t2
S219,1,false,0.91,1.0,0.935,0.794,t3
S220,1,false,0.793,0.83,0.856,0.693,t2
S221,1,false,0.211,0.314,0.141,0.178,t1
S222,1,false,0.959,0.981,0.981,0.916,t3
S223,1,false,0.644,0.621,0.625,0.687,t2
S224,1,false,0.737,0.78,0.684,0.747,t2
S225,1,false,0.9,0.881,0.82,1.0,t3
S226,1,false,0.951,0.947,0.905,1.0,t3
S227,1,false,0.752,0.74,0.664,0.851,t2
S228,1,false,0.247,0.376,0.179,0.185,t1
S229,1,false,0.378,0.378,0.497,0.26,t1
S230,1,false,0.275,0.193,0.403,0.23,t1
S231,1,false,0.431,0.469,0.409,0.414,t1
S232,1,false,0.949,1.0,1.0,0.846,t3
S233,1,false,0.78,0.724,0.859,0.756,t2
S234,1,false,0.423,0.373,0.466,0.429,t1
S235,1,false,0.63,0.583,0.598,0.708,t2
S236,1,false,0.816,0.883,0.718,0.846,t3
S237,1,false,0.49,0.406,0.604,0.461,t1
S238,1,false,0.807,0.823,0.782,0.816,t3
S239,1,false,0.325,0.403,0.288,0.283,t1
S240,1,false,0.9,0.901,0.982,0.817,t3
S241,1,false,0.167,0.183,0.175,0.144,t1
S242,1,false,0.822,0.817,0.816,0.832,t3
S243,1,false,0.684,0.648,0.67,0.733,t2
S244,1,false,0.778,0.796,0.775,0.764,t2
S245,1,false,0.671,0.678,0.608,0.727,t2
S246,1,false,0.794,0.802,0.795,0.785,t2
S247,1,false,0.423,0.443,0.489,0.338,t1
S248,1,false,0.974,1.0,0.923,1.0,t3
S249,1,false,0.774,0.701,0.772,0.849,t2
S250,1,false,0.665,0.604,0.646,0.745,t2
S251,1,false,0.751,0.73,0.74,0.782,t2
S252,1,false,0.923,0.957,0.866,0.946,t3
S253,1,false,0.728,0.684,0.668,0.832,t2
S254,1,false,0.853,0.838,0.896,0.824,t3
S255,1,false,0.567,0.617,0.593,0.492,t2
S256,1,false,0.814,0.829,0.832,0.782,t3
S257,1,false,0.457,0.429,0.379,0.562,t1
S258,1,false,0.759,0.685,0.833,0.758,t2
S259,1,false,0.245,0.224,0.201,0.311,t1
S260,1,false,0.382,0.463,0.375,0.308,t1
S261,1,false,0.339,0.385,0.349,0.282,t1
S262,1,false,0.62,0.516,0.668,0.677,t2
S263,1,false,0.341,0.431,0.284,0.308,t1
S264,1,false,0.353,0.283,0.379,0.396,t1
S265,1,false,0.799,0.827,0.757,0.813,t2
S266,1,false,0.744,0.776,0.84,0.615,t2
S267,1,false,0.552,0.603,0.524,0.528,t2
S268,1,false,0.813,0.857,0.896,0.687,t3
S269,1,false,0.553,0.59,0.601,0.469,t2
S270,1,false,0.451,0.486,0.37,0.497,t1
S271,1,false,0.75,0.654,0.903,0.693,t2
S272,1,false,0.583,0.556,0.656,0.538,t2
S273,1,false,0.863,0.815,0.967,0.806,t3
S274,1,false,0.868,0.883,1.0,0.72,t3
S275,1,false,0.34,0.329,0.268,0.424,t1
S276,1,false,0.611,0.629,0.69,0.514,t2
S277,1,false,0.217,0.313,0.16,0.179,t1
S278,1,false,0.853,0.945,0.706,0.907,t3
S279,1,false,0.8,0.936,0.771,0.693,t2
S280,1,false,0.389,0.43,0.393,0.344,t1
S281,1,false,0.304,0.342,0.33,0.241,t1
S282,1,false,0.258,0.146,0.3,0.329,t1
S283,1,false,0.56,0.596,0.523,0.561,t2
S284,1,false,0.311,0.363,0.394,0.175,t1
S285,1,false,0.213,0.208,0.125,0.307,t1
S286,1,false,0.681,0.593,0.725,0.724,t2
S287,1,false,0.523,0.532,0.433,0.605,t2
S288,1,false,0.951,1.0,0.883,0.97,t3
S289,1,false,0.971,0.93,1.0,0.984,t3
S290,1,false,0.729,0.661,0.793,0.732,t2
S291,1,false,0.634,0.704,0.661,0.537,t2
S292,1,false,0.368,0.358,0.374,0.372,t1
S293,1,false,0.493,0.464,0.449,0.567,t1
S294,1,false,0.739,0.772,0.724,0.721,t2
S295,1,false,0.9,0.952,0.871,0.877,t3
S296,1,false,0.716,0.767,0.631,0.75,t2
S297,1,false,0.883,0.921,1.0,0.727,t3
S298,1,false,0.883,0.778,0.94,0.931,t3
S299,1,false,0.251,0.257,0.219,0.278,t1
S300,1,false,0.901,0.833,0.869,1.0,t3
